id,text,img,label,nltk1,nltk2,nltk3,nltk4
14580,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?",img/14580.png,0,0.266,0.658,0.076,-0.7574
63714,look at me i'm the president now,img/63714.png,0,0.0,1.0,0.0,0.0
73561,understanding terrorism: ilhan omar democrat represents muslims fanatical muslim terrorist represents all muslims,img/73561.png,1,0.458,0.542,0.0,-0.8834
67193,goes on ancestry.com instead of match.com,img/67193.png,1,0.0,1.0,0.0,0.0
18094,premier michel marrakesh,img/18094.png,1,0.0,1.0,0.0,0.0
37419,when the turbulence in the plane gets intense,img/37419.png,0,0.0,0.843,0.157,0.0772
51943,terrorist can come to this country way to easy,img/51943.png,0,0.322,0.479,0.199,-0.4215
6291,when you throw yourself in a casket bc you're over it,img/06291.png,0,0.0,1.0,0.0,0.0
2571,former first lady during an interview,img/02571.png,0,0.0,1.0,0.0,0.0
62947,"when your ex says ""you won't find a b*tch half the woman i am""",img/62947.png,0,0.0,1.0,0.0,0.0
24857,too much ram not enough dodge,img/24857.png,0,0.0,1.0,0.0,0.0
34927,who's down for a 3.5 way,img/34927.png,1,0.0,1.0,0.0,0.0
70415,first you add a handful of rice,img/70415.png,0,0.0,1.0,0.0,0.0
29138,why can't we spend money on education instead of drugs '',img/29138.png,1,0.0,1.0,0.0,0.0
87063,when veterans start talking shit,img/87063.png,1,0.474,0.526,0.0,-0.5574
35709,"bend over, touch your toes i'll show you where the monster goes",img/35709.png,0,0.0,1.0,0.0,0.0
57248,i know you're lying.. but continue.,img/57248.png,0,0.0,1.0,0.0,0.0
37509,when you're burning jews but the guard falls asleep don't let the flame die out!,img/37509.png,1,0.287,0.713,0.0,-0.7678
2761,i'm sorry i didn't mean to hurt your feelings,img/02761.png,0,0.129,0.595,0.276,0.3561
87401,brett kavanaugh grabbed my penis,img/87401.png,0,0.0,1.0,0.0,0.0
27480,"the face you make when you don't understand what ""stop resisting"" means",img/27480.png,0,0.0,0.854,0.146,0.2235
73568,gay friend asked for directions told him to go straight,img/73568.png,0,0.0,0.611,0.389,0.6249
57802,free dishwasher missing parts,img/57802.png,1,0.293,0.267,0.44,0.2732
30851,chief crooked bone spurs aka donald trump proving you don't have to be poor to be white trash,img/30851.png,0,0.154,0.846,0.0,-0.4767
37984,aight girls make it look natural,img/37984.png,0,0.0,0.667,0.333,0.3612
91802,i'm offended that means i'm right,img/91802.png,0,0.286,0.714,0.0,-0.25
43721,i haven't seen liberals this angry since yesterday,img/43721.png,0,0.392,0.608,0.0,-0.596
36598,i'm not saying i'm fat i just have more chins than a asian phone book,img/36598.png,1,0.0,1.0,0.0,0.0
32140,got his house fumigated for termites got service connected for agent orange,img/32140.png,0,0.0,1.0,0.0,0.0
21504,"actually, im not even mad thats amazing",img/21504.png,0,0.0,0.438,0.562,0.7527
9834,a muslim threesome,img/09834.png,0,0.0,1.0,0.0,0.0
78243,you call me a goat fucker like it's a bad thing,img/78243.png,1,0.479,0.368,0.153,-0.743
4639,"the female body is a gentle, delicate flower except for the vagina. pound the fucking vagina",img/04639.png,1,0.0,0.76,0.24,0.4767
74802,for gay pride month i'd love to pump a gallon of my aids infected homo milk up your large intestine!,img/74802.png,1,0.123,0.613,0.264,0.5707
89561,the worst part about being both black and jewish ? you have to sit in the back of the oven,img/89561.png,1,0.186,0.814,0.0,-0.6249
31429,i can't kill the terrorists. they're all my relatives!!!,img/31429.png,0,0.0,0.431,0.569,0.8363
41067,"men are like dogs, we are excited to see you and have no idea why you are mad",img/41067.png,1,0.222,0.576,0.202,-0.128
48710,how chevy guys go muddin how ford guys go muddin,img/48710.png,0,0.0,1.0,0.0,0.0
78069,the best way to get chewing gum out of your hair '',img/78069.png,1,0.0,0.724,0.276,0.6369
28147,this person wants to use the same restroom as her gender. liberals want to compromise,img/28147.png,0,0.0,0.915,0.085,0.0772
20491,if your happy and you know it clap your hands.,img/20491.png,1,0.0,0.709,0.291,0.5719
28970,ask me if i give a fuck,img/28970.png,0,0.467,0.533,0.0,-0.5423
2385,every life is precious,img/02385.png,0,0.0,0.448,0.552,0.5719
19783,this is what science does for humanity this is what islam does for humanity,img/19783.png,1,0.0,1.0,0.0,0.0
7865,a real man... loads the dishwasher every night!!,img/07865.png,1,0.0,1.0,0.0,0.0
14569,i need someone to look at me the way he looking at that candy,img/14569.png,0,0.0,1.0,0.0,0.0
5931,stop editing your pics. what if you go missing? how are we gonna find you if you look like barbie on fb and chupacabra in real life?,img/05931.png,0,0.152,0.768,0.08,-0.3094
48096,using your brains to paint a ceiling  michelangelo kurt cobain,img/48096.png,1,0.0,1.0,0.0,0.0
43615,i don't want no windmill blowin no cancer on me,img/43615.png,0,0.39,0.347,0.262,-0.4303
91340,this nigga so black they had to change his background white,img/91340.png,1,0.0,1.0,0.0,0.0
1295,"men wearing dresses and molesting our children? the word you're looking for is clergy, not transgender",img/01295.png,1,0.202,0.798,0.0,-0.5859
86013,when you ride in your first self-driving car,img/86013.png,0,0.0,1.0,0.0,0.0
59641,"oh look, a tiny bit of rain ...and i've forgotten how to drive",img/59641.png,0,0.147,0.853,0.0,-0.2263
63812,why did paul walker cross the road? he wasn't wearing his seatbelt ifunny.co,img/63812.png,0,0.0,1.0,0.0,0.0
89264,elmo laughs as he shows the trannys he chromosome you need to be able to call yourself a man,img/89264.png,1,0.0,0.842,0.158,0.4939
75298,when you and your bestie feelin' the hit of the bud kick in,img/75298.png,0,0.0,1.0,0.0,0.0
76293,"if anything can acheive world peace, its bacon",img/76293.png,0,0.0,0.667,0.333,0.5423
7594,"if you think it's okay for iran to have nukes, but not okay for law abiding americans to have guns you might be a dumbass",img/07594.png,0,0.165,0.707,0.128,-0.4767
64758,when ur so excited to beat the essential oils out of a manbun that you almost snap your hippie stick,img/64758.png,0,0.0,0.852,0.148,0.4795
13945,looking for attention? join us,img/13945.png,0,0.0,0.645,0.355,0.296
67130,when you eat her ass and then she say that she don't suck dick... wayment,img/67130.png,0,0.185,0.688,0.127,-0.2718
94108,the mighty liberal army ready to fight for socialism,img/94108.png,0,0.215,0.579,0.207,-0.0258
18267,knowing white people he's probably the father,img/18267.png,1,0.0,1.0,0.0,0.0
80591,welcome home,img/80591.png,0,0.0,0.25,0.75,0.4588
31609,the haters have arrived,img/31609.png,0,0.516,0.484,0.0,-0.4939
12647,"adam schiff used tax payer money to pay off a 19 year old male due to sexual harrassment claims echo, if you are sick of this creepy & dosgraceful hypocrite, trashing our president !",img/12647.png,0,0.147,0.853,0.0,-0.6114
5872,joke time 3 muslims walk into a bar.,img/05872.png,1,0.0,0.694,0.306,0.296
93027,sexbomb sexbomb you are my sexbomb,img/93027.png,1,0.0,1.0,0.0,0.0
18739,my feelings a new amazing anime all must suffer with my new angsty episode,img/18739.png,0,0.191,0.601,0.208,0.0772
25198,"white people throwing rice at weddings. ""why are they wasting the food""",img/25198.png,0,0.197,0.803,0.0,-0.4019
76183,this is hercules the ligar. he weighs 922 pounds. that makes him one of the biggest pussies on earth next to your bitch ass,img/76183.png,0,0.249,0.751,0.0,-0.8074
60348,my first act? getting rid of our low uneployment rates,img/60348.png,0,0.189,0.811,0.0,-0.2732
2475,therapy dogs are now being trained to console rape victims of muslims,img/02475.png,0,0.412,0.588,0.0,-0.7906
4157,a real man... loads the dishwasher every night!!,img/04157.png,0,0.0,1.0,0.0,0.0
46827,"""those that attack one muslim, are attacking all muslims"" those that attack one american, are attacking all americans! """,img/46827.png,0,0.472,0.528,0.0,-0.9098
94872,jewish invention '',img/94872.png,0,0.0,1.0,0.0,0.0
17034,that look transgender preditor gives when she's hungry for white people,img/17034.png,1,0.0,1.0,0.0,0.0
47386,muslims in 2001 muslims in congress 2019 defund homeland security!,img/47386.png,1,0.0,0.77,0.23,0.4003
20149,that face you make when you realize where all them free drugs came from,img/20149.png,1,0.0,0.798,0.202,0.5106
67254,xzhibit wearing new jewery,img/67254.png,0,0.0,1.0,0.0,0.0
16359,"when you are virgin for a long time and then you see memes on muslims fucking their sisters, mothers, fathers and goats and now you just can't be more proud of being a muslim",img/16359.png,1,0.082,0.918,0.0,-0.4158
28764,when you meet that gender studies student again my genders have doubled since the last time we met,img/28764.png,1,0.0,1.0,0.0,0.0
46013,when you cant decide whether to feel sorry for this man or just hate him,img/46013.png,0,0.278,0.722,0.0,-0.6124
69175,when your girl thinks it's cool to yell at you in front of company,img/69175.png,1,0.0,0.85,0.15,0.3182
14658,native american women,img/14658.png,0,0.0,1.0,0.0,0.0
25097,damn chewbacca ewoks are our friends,img/25097.png,1,0.276,0.408,0.316,0.1027
13960,we want sharia law !! well.... go home,img/13960.png,1,0.0,0.788,0.212,0.2225
10483,"you're a rapist, you're a rapist, all mexicans are rapists!",img/10483.png,1,0.742,0.258,0.0,-0.9468
1379,american teenage girl visiting the children of africa,img/01379.png,0,0.0,1.0,0.0,0.0
27418,people love whoever,img/27418.png,0,0.0,0.323,0.677,0.6369
70281,you stupid americans we are taking over your country and you can't stop us,img/70281.png,1,0.197,0.694,0.109,-0.3637
16540,stupid people should carry a sign to let others know they're stupid me: some do,img/16540.png,1,0.362,0.638,0.0,-0.7783
92341,if the bill of your hat is flat and has a sticker on it i just asssume you're a douche bag,img/92341.png,0,0.128,0.872,0.0,-0.3612
71659,no mommy nig i've no idea who did it,img/71659.png,1,0.386,0.614,0.0,-0.5267
27304,what a cute little baby bacon,img/27304.png,0,0.0,0.571,0.429,0.4588
90321,people gather for eid al-fitr praying,img/90321.png,0,0.0,0.667,0.333,0.3612
75908,"maga bois when they see trump coming for suppressors ""you were supposed to be the chosen one!!!",img/75908.png,0,0.0,1.0,0.0,0.0
98421,"taking on a job at the morgue, ernie has finally found a way to do good in the world. if all those girls die as virgins, they should at least not be buried as such",img/98421.png,1,0.103,0.82,0.077,-0.25
31204,my pussy is getting hard,img/31204.png,1,0.259,0.741,0.0,-0.1027
53482,"i was holding a door open for an asian guy and he was like ""sank you"" so i knocked him the fuck out. you don't talk about pearl harbor like that",img/53482.png,1,0.104,0.746,0.149,0.128
17630,up to train & @peta team @ unhumanrights therapy dogs to console muslim rape victims,img/17630.png,1,0.389,0.611,0.0,-0.7906
60532,i sold all your games because i'm the only thing you need,img/60532.png,0,0.0,1.0,0.0,0.0
71902,let this tranny suck you to completion for 3 billion dollars  yes or no,img/71902.png,1,0.287,0.562,0.152,-0.34
7496,this muslim guy is in heaven,img/07496.png,0,0.0,0.602,0.398,0.5106
38954,it's gettin hot in here so take off all ur clothes,img/38954.png,0,0.0,1.0,0.0,0.0
48052,whoah! chill out,img/48052.png,0,0.0,1.0,0.0,0.0
51683,matte black gloss black,img/51683.png,1,0.0,1.0,0.0,0.0
2793,sea monkeys,img/02793.png,0,0.0,1.0,0.0,0.0
45732,when you have a small dick and tell a jewish girl to suck it i can't,img/45732.png,1,0.36,0.64,0.0,-0.7351
59408,and so it begins... pedophelia was always the end game of gay marriage; we christians tried to warn you,img/59408.png,1,0.072,0.928,0.0,-0.1027
37180,look dad im doing it you did it tyrone! you stole your first bike,img/37180.png,1,0.0,1.0,0.0,0.0
71930,big shout out to all those who haven't blocked or unfollowed me i'm impressed,img/71930.png,0,0.0,0.709,0.291,0.6012
47905,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,img/47905.png,1,0.0,0.838,0.162,0.4019
30546,white people be like: outside inside,img/30546.png,1,0.0,0.667,0.333,0.3612
26149,one day christians will have to live like this to avoid the mark of the beast are you prepared?,img/26149.png,0,0.097,0.708,0.195,0.296
86741,"i like big girls because, no matter where you grab them it feels like titties..",img/86741.png,0,0.12,0.546,0.333,0.4404
37208,why you asking stupid questions,img/37208.png,0,0.459,0.541,0.0,-0.5267
76139,you can't get her pregnant if you practice abstinence,img/76139.png,0,0.0,1.0,0.0,0.0
2594,jamal! im pregnant!!!,img/02594.png,1,0.0,1.0,0.0,0.0
43679,fifty shades of goat an isis love story,img/43679.png,0,0.0,0.625,0.375,0.6369
40136,new zealand edition call of duty,img/40136.png,0,0.0,1.0,0.0,0.0
9523,we shall snort cocaine and have our assholes tongued by the angels,img/09523.png,0,0.257,0.743,0.0,-0.5859
49278,lazy day nothing to steal,img/49278.png,0,0.308,0.369,0.323,0.033
65371,good fences make good neighbors bad neighbors make good fertilizer,img/65371.png,0,0.192,0.33,0.478,0.6369
15723,keep flirting with me i will find you and i will fuck you,img/15723.png,0,0.245,0.629,0.126,-0.4019
13450,something went... terribly wrong 1947 2017,img/13450.png,1,0.626,0.374,0.0,-0.7717
25943,"go ahead, report me they can't un un-butt hurt you the truth",img/25943.png,0,0.0,0.663,0.337,0.6219
64910,"the government i can offer you security, i require only that you kneel conservatives now see, that's gonna be a problem",img/64910.png,0,0.128,0.758,0.114,-0.0772
69480,what i used to look for what i look for now,img/69480.png,0,0.0,1.0,0.0,0.0
65301,don't be racist hate everyone,img/65301.png,0,0.0,0.325,0.675,0.7366
76254,how i act when someone gets offended by some real shit... oh... i'm sorry bitch,img/76254.png,0,0.392,0.608,0.0,-0.7269
96420,tell trump + mcconnell to stop trying to help democrats pass amnesty for millions of illegals by june 28! (202) 456-1111 (202) 224-2541,img/96420.png,0,0.087,0.794,0.119,0.2003
4125,sorry i'm late have the racist comments started yet?,img/04125.png,0,0.431,0.569,0.0,-0.6486
43015,farm equipment and livestock don't mix,img/43015.png,0,0.0,1.0,0.0,0.0
96034,i'm just here for the boobs,img/96034.png,0,0.0,1.0,0.0,0.0
20745,oh look my new dishwasher arrived,img/20745.png,1,0.0,1.0,0.0,0.0
90178,now is the winter of our discontent made glorious summer by this hump day,img/90178.png,1,0.0,0.756,0.244,0.6369
61459,"""have you tried their food? neither have they""",img/61459.png,0,0.0,1.0,0.0,0.0
19430,i am not racist some of my best slaves are black,img/19430.png,0,0.0,0.519,0.481,0.8136
91428,when she got a big booty but she's classy,img/91428.png,0,0.0,0.645,0.355,0.5927
63905,i'm a feminist and i work to protect rights of women . calm down.. i didn't mean muslim women,img/63905.png,1,0.0,0.726,0.274,0.5994
56387,what you can find in amazon,img/56387.png,0,0.0,0.746,0.254,0.1779
96873,"if you believe that, i've got fresh cattle to sell you",img/96873.png,0,0.0,0.813,0.187,0.3182
37915,when you type fidget spinner but it autocorrects to midget spinner,img/37915.png,1,0.0,1.0,0.0,0.0
76980,who was the greatest prostitute in history? ms. pacman for 25 cents she swallowed balls until she died,img/76980.png,0,0.151,0.672,0.176,0.1531
90138,they told me to clean my weapons so i washed my hands,img/90138.png,0,0.199,0.616,0.185,-0.0516
38416,when your dick game is weak but your finger game is out of this world,img/38416.png,0,0.24,0.76,0.0,-0.4767
24376,have you ever talked to someone so stupid that it gives you a forest whitaker eye,img/24376.png,0,0.238,0.762,0.0,-0.656
79682,happy birthday dickhead,img/79682.png,0,0.466,0.114,0.42,-0.1027
36724,when mama say sit yo monkey ass down,img/36724.png,1,0.333,0.667,0.0,-0.5423
7628,"when you tell your islamic friend, you cannot go on the same plane as them. all right then. keep your life",img/07628.png,1,0.0,0.862,0.138,0.4939
1637,this time jesus you're not getting away,img/01637.png,1,0.0,1.0,0.0,0.0
15238,being buried with honor vs disrespect in an unmarked grave,img/15238.png,0,0.346,0.449,0.205,-0.296
48630,i got some muhammed for you right here howyou like me now?,img/48630.png,0,0.0,0.8,0.2,0.3612
28751,who decided to call this a urinal cake instead of a piscuit,img/28751.png,0,0.0,1.0,0.0,0.0
2317,white trash go to hell trump fuck donald trump,img/02317.png,1,0.536,0.464,0.0,-0.8442
48617,that magic of makeup is astonishing,img/48617.png,0,0.0,1.0,0.0,0.0
21835,winnie the pooh skinny the jew,img/21835.png,1,0.0,1.0,0.0,0.0
51029,if you kill as many as you want our goverment will put you in jail,img/51029.png,0,0.247,0.684,0.068,-0.6597
27341,"no one: white cops: he's black, so i'm assuming that he's evil",img/27341.png,1,0.398,0.602,0.0,-0.765
91236,turn your dishwasher into a snow remover,img/91236.png,0,0.0,1.0,0.0,0.0
5941,"i saw an ad on tv. i called the number on the screen i had to get one, they seem to work so much better than those sticky strips that hang from the ceiling",img/05941.png,1,0.0,0.866,0.134,0.539
71692,i did it for harambe,img/71692.png,0,0.0,1.0,0.0,0.0
81497,we have to stop this recent culture of people telling us they're offended and expecting us to give a fuck,img/81497.png,0,0.325,0.675,0.0,-0.7717
20194,"petition to give jacinda ardern nobel peace prize reaches more than 18,000",img/20194.png,0,0.0,0.529,0.471,0.7906
4926,"knowing white people, that's probably the babies father",img/04926.png,0,0.0,1.0,0.0,0.0
23501,muslims in 2001 muslim in congress 2019 defund homeland security!,img/23501.png,1,0.0,0.77,0.23,0.4003
58014,hate should be abolished from every neighborhood and removed from every country,img/58014.png,0,0.252,0.748,0.0,-0.5719
18273,the only white man that i trust..  for about 15 seconds,img/18273.png,1,0.0,1.0,0.0,0.0
98307,how to pick chicks in auschwitz,img/98307.png,1,0.0,1.0,0.0,0.0
72814,yaaahhh africa!,img/72814.png,0,0.0,1.0,0.0,0.0
1589,has an orgasm... ...shoots out tranny fluid,img/01589.png,1,0.0,1.0,0.0,0.0
28674,i'm not transphobic i just don't like 'em,img/28674.png,1,0.26,0.74,0.0,-0.2755
69530,jews had to have stars sewn on to their shirts in order to identify them during the holocaust,img/69530.png,0,0.0,1.0,0.0,0.0
69758,cotton farm,img/69758.png,0,0.0,1.0,0.0,0.0
50789,immigrant problem problem fixed,img/50789.png,1,0.73,0.27,0.0,-0.6597
90541,some people think magic is the devil,img/90541.png,0,0.423,0.577,0.0,-0.6597
9326,"my parents lived better with a high school diploma than i do with a 4 year degree of the 3 million available jobs today, less than 20% require a 4 year degree ""we are lending money we don't have to kids who can't pay it back to train them for jobs that no longer exist. that's nuts -mike rowe",img/09326.png,0,0.079,0.847,0.074,-0.0783
89350,are u a wizard?,img/89350.png,0,0.0,1.0,0.0,0.0
54082,you with the ewe stop that!,img/54082.png,1,0.333,0.667,0.0,-0.3595
72641,do you have a moment to talk about allah?,img/72641.png,0,0.0,1.0,0.0,0.0
14590,fifty shades of goat an isis love story,img/14590.png,0,0.0,0.625,0.375,0.6369
62789,vw owners be like hmm_must be a tdi meet,img/62789.png,0,0.0,0.737,0.263,0.3612
90126,when you have to hold her like this at night because she steals,img/90126.png,1,0.196,0.655,0.149,-0.2023
30526,when your kid actually is transgender,img/30526.png,1,0.0,1.0,0.0,0.0
82973,when your little one brings home his first girlfriend,img/82973.png,0,0.0,1.0,0.0,0.0
12374,holding cooking classes for those with disabilities gives them a new form of independence,img/12374.png,0,0.0,1.0,0.0,0.0
49170,mom.. this horse smells funny!,img/49170.png,1,0.0,0.556,0.444,0.4926
4183,back off murderers we fight for justice,img/04183.png,0,0.483,0.28,0.238,-0.5423
92613,baby with beauty marks,img/92613.png,0,0.0,0.441,0.559,0.5859
5987,interracial dating somting like that,img/05987.png,1,0.0,0.615,0.385,0.3612
2718,my kid threatened to hold his breath until i gave him dessert. he's now passed out on the kitchen floor i don't negotiate with terrorists,img/02718.png,0,0.11,0.769,0.121,0.0757
38154,sooo gorillas really are humans,img/38154.png,0,0.0,1.0,0.0,0.0
71360,we will take your guns... then your bibles,img/71360.png,0,0.0,1.0,0.0,0.0
12507,got thrown out of a muslim clothes shop today. i only asked where the bomber jackets were,img/12507.png,1,0.0,1.0,0.0,0.0
83527,"let me ""talk"" to the ceo of lgbt",img/83527.png,1,0.0,1.0,0.0,0.0
36107,when it's time to talk about the birds and the bees,img/36107.png,0,0.0,1.0,0.0,0.0
72594,this transgender shit is getting outta hand,img/72594.png,1,0.305,0.424,0.271,-0.1027
34190,"hitler, the leader of the nazi's",img/34190.png,0,0.0,1.0,0.0,0.0
36098,when your master refuse to feed you a watermelon after you pluck cotton from his field,img/36098.png,1,0.136,0.864,0.0,-0.296
46097,nana addo 2016 compare the difference,img/46097.png,0,0.0,1.0,0.0,0.0
36812,evolution if you don't believe you are idiot,img/36812.png,0,0.32,0.68,0.0,-0.5106
98625,breaking news: al franken fondles former first lady !,img/98625.png,0,0.0,1.0,0.0,0.0
61935,woman are supposed to be like butterflies beautiful to look at and hard to catch. yall are acting like a bunch of mosquitos,img/61935.png,1,0.049,0.636,0.314,0.8176
69087,i love pudding pudding my dick where it doesn't belong,img/69087.png,0,0.228,0.483,0.29,0.2263
51493,selling this anique farm equipment still works and runs like a champ. serious inquiries only,img/51493.png,1,0.073,0.615,0.313,0.6486
48357,welcome to melbourne,img/48357.png,0,0.0,0.4,0.6,0.4588
64721,danish bacon ... it's gonna rock your world,img/64721.png,1,0.0,1.0,0.0,0.0
82316,when you forgo history and embrace your slavemaster,img/82316.png,1,0.0,0.753,0.247,0.3182
58016,mr free shit and bullshit mrs,img/58016.png,0,0.54,0.219,0.241,-0.6249
80153,i love it when people think my posts are about them as if i had enough time to insult you bastards individually,img/80153.png,0,0.256,0.596,0.147,-0.4767
52714,class! class! listen! daylight savings ends today you must move your clock bombs forward one hour,img/52714.png,1,0.0,1.0,0.0,0.0
75068,they did not even leave dogs,img/75068.png,1,0.0,0.813,0.187,0.0382
63894,gay conversion therapists hate this man learn how he cured the gay with this one weird trick,img/63894.png,1,0.32,0.68,0.0,-0.6808
4185,when you need a diaper because you're a still a baby,img/04185.png,0,0.0,1.0,0.0,0.0
13962,dishwasher is broken? slap her a few times,img/13962.png,1,0.32,0.515,0.165,-0.3612
72406,speak out to end domestic violence,img/72406.png,0,0.451,0.549,0.0,-0.6249
83972,you're a killer! your only purpose in life is too skull fuck the enemy into submission! just let it all go and act normal!,img/83972.png,1,0.378,0.622,0.0,-0.9213
14362,rev al sharpton that kid was 17 black and unarmed,img/14362.png,0,0.0,1.0,0.0,0.0
8564,when your dishwasher is broken so you take it back to walmart to get a new one,img/08564.png,0,0.171,0.829,0.0,-0.4767
82014,happy birthday can we go to a mexican restaurant? we will pay,img/82014.png,0,0.099,0.638,0.262,0.5106
94512,"happy birthday and believe me, no one can wish you a better happy birthday than me",img/94512.png,0,0.087,0.397,0.516,0.8957
56429,when i try to be my self around people [ everyone disliked that. ],img/56429.png,0,0.213,0.787,0.0,-0.4019
82657,a wax figure of anne frank,img/82657.png,0,0.0,1.0,0.0,0.0
29760,"teacher: "" ok class, bring out your calculators"" mohammed:",img/29760.png,0,0.0,0.761,0.239,0.296
49635,just trying to  do my part,img/49635.png,0,0.0,1.0,0.0,0.0
53068,chillin with my squad,img/53068.png,0,0.0,1.0,0.0,0.0
56470,"ah, i think we may have found the problem you appear to be a person of colour",img/56470.png,1,0.162,0.838,0.0,-0.4019
57812,please tell me this happens to other people,img/57812.png,0,0.0,0.753,0.247,0.3182
31497,when the squad is about to get lit.,img/31497.png,0,0.0,1.0,0.0,0.0
1682,fuck allah fuck islam and guck the child raper muhammad and yes that's pork in the quran,img/01682.png,1,0.421,0.48,0.1,-0.8658
87691,"before you start praying with me remember you should always say: ""in the name of allah""",img/87691.png,0,0.0,0.857,0.143,0.3612
58901,how they see how i see,img/58901.png,0,0.0,1.0,0.0,0.0
94518,i agree hi 5 bro,img/94518.png,1,0.0,0.444,0.556,0.3612
47620,a muslim threesome,img/47620.png,1,0.0,1.0,0.0,0.0
5482,stupid you are breed you should not,img/05482.png,0,0.362,0.638,0.0,-0.5267
25461,rev up those gas chambers,img/25461.png,1,0.0,1.0,0.0,0.0
9531,we should put a stop to capital punishment,img/09531.png,0,0.519,0.481,0.0,-0.6597
96452,when someone drops a penny,img/96452.png,1,0.0,1.0,0.0,0.0
29816,woman badly injured in fight,img/29816.png,0,0.808,0.192,0.0,-0.8126
8937,you know like when the tv doesnt work you give it a hard hit and then its all better,img/08937.png,0,0.064,0.688,0.248,0.6124
84729,share this pile of bacon for no reason,img/84729.png,0,0.212,0.577,0.212,0.0
36197,"when you fire up your 30 year old straight piped shitbox ""hell yeah brother""",img/36197.png,0,0.332,0.474,0.194,-0.5994
43579,*when they cut muslim child neck instead of dick* the bomb has been defused,img/43579.png,1,0.116,0.663,0.221,0.4404
40693,that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow. fucked up memes funny messed up pictures,img/40693.png,0,0.298,0.573,0.129,-0.8105
75603,jamal cycle faster the owners are coming,img/75603.png,1,0.0,1.0,0.0,0.0
83692,when you walk into the furry convention and you pull your ar-15 out purification is imminent,img/83692.png,1,0.0,1.0,0.0,0.0
68579,"we don't always die, but when we do, we don't",img/68579.png,0,0.0,0.813,0.187,0.267
72958,when you're cutting onions infront of your wife and you're trying to hold in your tears,img/72958.png,0,0.195,0.805,0.0,-0.34
85710,trump derangement syndrome is real we can help! our skilled operators are standing by to take your phone-calls 1-800-you-lost let us help you get over it,img/85710.png,0,0.0,0.808,0.192,0.69
65019,when black dick just ain't cutting it anymore,img/65019.png,0,0.309,0.562,0.128,-0.446
68179,opens ice cream shop only sells shakes,img/68179.png,0,0.0,1.0,0.0,0.0
10893,"marge, i converted to islam!",img/10893.png,1,0.0,1.0,0.0,0.0
18307,when people talk trash but you're a bigger person,img/18307.png,0,0.0,1.0,0.0,0.0
57134,"like me you idiots should be storming the capitol right now instead you're drinking beer, smoking weed, and shooting off chinese fireworks. now do you see why we made you slaves?",img/57134.png,1,0.0,0.923,0.077,0.3612
30182,a fast sandwich maker,img/30182.png,0,0.0,1.0,0.0,0.0
29708,the most underrated cook of all time,img/29708.png,1,0.0,1.0,0.0,0.0
14830,i see you are our waitress i'll order very sloooowly obviously you don't listen,img/14830.png,1,0.0,1.0,0.0,0.0
98134,"when you recorded 3times ""talak"" in your abbu voice and plays it in front of your mum becuase you wanna fuck her after divorce ye hai digital buslim",img/98134.png,1,0.111,0.825,0.063,-0.3612
74652,2 +2 is potato minus 1 is poo quick math!,img/74652.png,1,0.0,1.0,0.0,0.0
6531,"i don't always have sweaty balls but when i do, they're wetter than a tiajuana hooker during spring break and smell like a zombie's vagina",img/06531.png,0,0.0,0.86,0.14,0.5023
43691,when he asks you to get on top & ride his meat but doesn't know you're gonna jam it in your butthole & take his soul,img/43691.png,0,0.0,0.943,0.057,0.1027
12453,these are just to break,img/12453.png,0,0.0,1.0,0.0,0.0
53147,immigrants illegal aliens,img/53147.png,1,0.643,0.357,0.0,-0.5574
90125,message from the other side tell the muslims there's no 72 virgins left,img/90125.png,1,0.155,0.845,0.0,-0.296
56489,west side east side genocide,img/56489.png,0,0.0,1.0,0.0,0.0
89417,don't text me i'm in a meeting,img/89417.png,0,0.0,1.0,0.0,0.0
86123,is your girlfriend hot like me?,img/86123.png,0,0.0,0.667,0.333,0.3612
86032,come back,img/86032.png,1,0.0,1.0,0.0,0.0
17623,how do you like my retro red bike?,img/17623.png,0,0.0,0.737,0.263,0.3612
65094,"in 8 yrs i improved life for millions of illegal aliens, every muslim terrorist group & basically everyone i could except the one country i was responsible for",img/65094.png,0,0.254,0.581,0.165,-0.5994
58491,because of trump walmart is selling american made appliances again,img/58491.png,0,0.0,1.0,0.0,0.0
13269,mississippi wind chime,img/13269.png,1,0.0,1.0,0.0,0.0
81692,meanwhile at the isis strip club,img/81692.png,0,0.0,1.0,0.0,0.0
6794,if you think the other puns where bad just wait till you sea mine,img/06794.png,0,0.212,0.788,0.0,-0.5423
8719,why do white people smell like bologna?,img/08719.png,0,0.0,0.706,0.294,0.3612
58764,blind people will be so happy when they see these new emojis,img/58764.png,1,0.155,0.573,0.272,0.4663
71846,fuck the jews the only religious extremists you can't make fun of because they print all the money slaves worship,img/71846.png,1,0.244,0.669,0.087,-0.6126
7895,the feeling of dry skin be like,img/07895.png,0,0.0,0.556,0.444,0.4588
71463,mamma! this goat scares me,img/71463.png,0,0.402,0.598,0.0,-0.4003
13458,oh my god i don't give a fuck,img/13458.png,0,0.0,0.447,0.553,0.6059
82037,my father and mother like me to be a boxer,img/82037.png,0,0.0,0.762,0.238,0.3612
43906,49 years in public office name an accomplishment,img/43906.png,0,0.0,1.0,0.0,0.0
